Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,149912,-,b'Haryana',b'India',28.42,77.41,5,201,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2020,1,1,0,0,7.1000000000000005,1.83,0.3921,0.63,0,0,0,4,-4.9,0,0,0,0,0.248,42.26,174.41,0.17,994,0.5,316,1.3
2020,1,1,1,0,6.5,1.83,0.38620000000000004,0.63,0,0,0,4,-4.9,0,0,0,0,0.247,44.11,164.14000000000001,0.17,993,0.5,322,1.3
2020,1,1,2,0,6.1000000000000005,1.83,0.37610000000000005,0.63,0,0,0,0,-4.800000000000001,0,0,0,0,0.247,45.43,151.14000000000001,0.17,993,0.5,329,1.3
2020,1,1,3,0,5.300000000000001,1.82,0.3632,0.63,0,0,0,0,-4.800000000000001,0,0,0,0,0.248,48.120000000000005,137.96,0.17,993,0.5,335,1.3
2020,1,1,4,0,4.9,1.8,0.3477,0.63,0,0,0,0,-4.800000000000001,0,0,0,0,0.249,49.64,124.86,0.17,993,0.5,340,1.3
2020,1,1,5,0,4.800000000000001,1.82,0.7607,0.64,0,0,0,1,-2.4000000000000004,0,0,0,0,0.335,59.43,111.93,0.17,997,1,93,1.1
2020,1,1,6,0,4.6000000000000005,1.81,0.7612,0.64,0,0,0,7,-2.4000000000000004,0,0,0,0,0.337,60.46,99.4,0.17,998,1,101,1.1
2020,1,1,7,0,5.6000000000000005,1.81,0.7537,0.64,12,28,13,4,-1.4000000000000001,12,28,5,13,0.339,60.63,87.16,0.17,998,1,108,0.8
2020,1,1,8,0,8.3,1.81,0.7365,0.64,112,217,164,3,-1.5,112,217,5,164,0.341,50.18,76.17,0.17,999,1,115,1.7000000000000002
2020,1,1,9,0,11.200000000000001,1.82,0.7170000000000001,0.64,191,369,339,0,-1.1,191,369,0,339,0.342,42.43,66.27,0.17,1000,1,116,1.9000000000000001
2020,1,1,10,0,15.4,1.82,0.7017,0.64,237,466,482,0,-1.3,237,466,0,482,0.343,31.830000000000002,58.26,0.17,1000,1,118,2.5
2020,1,1,11,0,17.5,1.84,0.7638,0.64,272,492,567,3,-1.2000000000000002,272,492,5,567,0.34500000000000003,28.1,53.03,0.17,999,1,113,2.7
2020,1,1,12,0,18.900000000000002,1.84,0.7494000000000001,0.64,277,510,594,4,-1.3,277,510,5,594,0.34600000000000003,25.53,51.46,0.17,998,1,109,2.7
2020,1,1,13,0,19.700000000000003,1.84,0.74,0.64,264,494,555,7,-1.3,272,242,1,414,0.34900000000000003,24.22,53.86,0.17,997,1,108,2.7
2020,1,1,14,0,19.6,1.87,0.6332,0.64,218,482,461,1,-1.1,218,482,0,461,0.353,24.78,59.76,0.17,997,1,108,2.5
2020,1,1,15,0,18,1.87,0.6435000000000001,0.64,170,372,307,7,2.5,157,141,3,210,0.357,35.62,68.24,0.17,996,1.1,108,1.4000000000000001
2020,1,1,16,0,14.4,1.86,0.6471,0.64,90,204,130,7,3.3000000000000003,76,62,3,88,0.359,47.28,78.44,0.17,997,1.1,109,1.1
2020,1,1,17,0,12.700000000000001,1.87,0.6404000000000001,0.64,0,0,0,7,1.3,0,0,3,0,0.362,45.910000000000004,89.44,0.17,997,1.1,110,1.3
2020,1,1,18,0,11.9,1.87,0.6228,0.64,0,0,0,3,1.4000000000000001,0,0,0,0,0.363,48.64,102.03,0.17,998,1.1,111,1.3
2020,1,1,19,0,11.100000000000001,1.8800000000000001,0.6024,0.64,0,0,0,3,1.5,0,0,0,0,0.361,51.5,114.64,0.17,999,1.1,111,1.3
2020,1,1,20,0,10.200000000000001,1.8800000000000001,0.5821000000000001,0.64,0,0,0,3,1.6,0,0,0,0,0.358,55.07,127.58,0.17,999,1.1,107,1.3
2020,1,1,21,0,9.1,1.8800000000000001,0.5618000000000001,0.64,0,0,0,4,2.1,0,0,0,0,0.356,61.46,140.70000000000002,0.17,999,1,102,1.3
2020,1,1,22,0,8.1,1.87,0.5471,0.64,0,0,0,6,2.6,0,0,0,0,0.355,68.5,153.87,0.17,999,1.1,102,1.3
2020,1,1,23,0,7.300000000000001,1.85,0.542,0.64,0,0,0,7,3.2,0,0,0,0,0.354,75.35000000000001,166.74,0.17,999,1.1,105,1.3
2020,1,2,0,0,6.800000000000001,1.83,0.5358,0.64,0,0,0,6,3.7,0,0,0,0,0.354,80.75,174.4,0.17,998,1.1,109,1.3
2020,1,2,1,0,6.4,1.81,0.5183,0.64,0,0,0,7,4.2,0,0,0,0,0.354,85.60000000000001,164.16,0.17,998,1.2000000000000002,110,1.3
2020,1,2,2,0,6,1.79,0.4983,0.64,0,0,0,7,4.5,0,0,0,0,0.354,90.36,151.16,0.17,998,1.2000000000000002,113,1.2000000000000002
2020,1,2,3,0,5.6000000000000005,1.77,0.4914,0.64,0,0,0,8,4.9,0,0,0,0,0.352,95.14,137.98,0.17,997,1.2000000000000002,119,1.1
2020,1,2,4,0,5.4,1.74,0.4888,0.64,0,0,0,7,5.300000000000001,0,0,0,0,0.35000000000000003,99.22,124.88000000000001,0.17,998,1.3,122,1.1
2020,1,2,5,0,5.300000000000001,1.72,0.48600000000000004,0.64,0,0,0,7,5.300000000000001,0,0,0,0,0.34900000000000003,100,112,0.18,998,1.3,115,1
2020,1,2,6,0,5.2,1.69,0.4883,0.64,0,0,0,4,5.2,0,0,0,0,0.34800000000000003,100,99.46000000000001,0.18,999,1.4000000000000001,100,0.9
2020,1,2,7,0,6.5,1.67,0.49460000000000004,0.64,15,38,17,3,6,15,38,5,17,0.34800000000000003,96.7,87.21000000000001,0.18,1000,1.4000000000000001,77,1
2020,1,2,8,0,9,1.6600000000000001,0.47240000000000004,0.64,106,288,175,0,6.4,106,288,0,175,0.35100000000000003,83.66,76.2,0.18,1001,1.4000000000000001,70,1.5
2020,1,2,9,0,12.700000000000001,1.67,0.44110000000000005,0.64,162,471,351,0,7.300000000000001,162,471,0,351,0.354,69.81,66.28,0.18,1001,1.5,90,1.6
2020,1,2,10,0,16.7,1.6600000000000001,0.4213,0.64,191,580,496,0,8.200000000000001,191,580,0,496,0.357,57.29,58.24,0.18,1001,1.5,115,2.5
2020,1,2,11,0,18.400000000000002,1.62,0.7374,0.64,280,474,565,1,8.5,280,474,0,565,0.361,52.64,52.980000000000004,0.18,999,1.5,122,3.1
2020,1,2,12,0,19.3,1.6,0.7649,0.64,293,475,590,0,8.8,293,475,0,590,0.363,50.57,51.38,0.18,997,1.5,124,3.2
2020,1,2,13,0,19.700000000000003,1.59,0.7788,0.64,284,447,548,0,8.9,284,447,0,548,0.364,49.86,53.75,0.18,996,1.6,122,3
2020,1,2,14,0,19.6,1.58,0.672,0.64,236,432,454,0,9,236,432,0,454,0.363,50.39,59.63,0.18,996,1.6,117,2.5
2020,1,2,15,0,18.900000000000002,1.57,0.6895,0.64,185,321,304,3,9.1,185,321,5,304,0.361,52.97,68.11,0.18,995,1.6,108,1.8
2020,1,2,16,0,16.6,1.56,0.6975,0.64,97,159,129,7,9.5,77,58,3,89,0.358,62.9,78.31,0.18,996,1.6,94,0.8
2020,1,2,17,0,15.9,1.54,0.7059000000000001,0.64,0,0,0,3,8.8,0,0,3,0,0.357,62.72,89.33,0.18,996,1.7000000000000002,75,0.9
2020,1,2,18,0,15.600000000000001,1.55,0.6831,0.64,0,0,0,4,8.9,0,0,0,0,0.356,64.17,101.89,0.18,997,1.7000000000000002,60,0.9
2020,1,2,19,0,15.100000000000001,1.54,0.6617000000000001,0.64,0,0,0,0,8.9,0,0,0,0,0.356,66.45,114.51,0.18,997,1.7000000000000002,57,0.9
2020,1,2,20,0,14.600000000000001,1.53,0.6738000000000001,0.64,0,0,0,4,9,0,0,0,0,0.355,68.88,127.45,0.18,997,1.8,62,1
2020,1,2,21,0,14,1.53,0.6985,0.64,0,0,0,3,9,0,0,0,0,0.355,71.85000000000001,140.57,0.18,997,1.8,70,1
2020,1,2,22,0,13.3,1.52,0.7246,0.64,0,0,0,1,9.1,0,0,0,0,0.355,75.56,153.74,0.18,997,1.9000000000000001,77,1
2020,1,2,23,0,12.8,1.51,0.7537,0.64,0,0,0,4,9.200000000000001,0,0,0,0,0.355,78.63,166.6,0.18,997,1.9000000000000001,83,1
2020,1,3,0,0,12.4,1.52,0.7482000000000001,0.64,0,0,0,4,9.3,0,0,0,0,0.355,81.37,174.34,0.18,996,2,86,1.1
2020,1,3,1,0,11.9,1.55,0.7125,0.64,0,0,0,4,9.5,0,0,0,0,0.352,85.04,164.22,0.18,996,2,87,1.2000000000000002
2020,1,3,2,0,11,1.57,0.6758000000000001,0.64,0,0,0,4,9.700000000000001,0,0,0,0,0.34700000000000003,91.42,151.23,0.18,995,2,88,1.3
2020,1,3,3,0,10.100000000000001,1.59,0.6461,0.64,0,0,0,1,9.9,0,0,0,0,0.341,98.5,138.05,0.18,995,2,92,1.2000000000000002
2020,1,3,4,0,9.200000000000001,1.59,0.6403,0.64,0,0,0,1,9.200000000000001,0,0,0,0,0.336,100,124.95,0.18,995,2,97,1.2000000000000002
2020,1,3,5,0,8.700000000000001,1.57,0.6693,0.64,0,0,0,0,8.700000000000001,0,0,0,0,0.331,100,112.06,0.14,995,2,103,1.1
2020,1,3,6,0,8.4,1.55,0.7223,0.64,0,0,0,0,8.4,0,0,0,0,0.329,100,99.52,0.14,996,2,111,1
2020,1,3,7,0,10.4,1.52,0.7816000000000001,0.64,11,13,11,0,10.3,11,13,0,11,0.327,99.56,87.25,0.14,996,2,121,1.2000000000000002
2020,1,3,8,0,12.9,1.5,0.8495,0.64,118,148,153,0,10.700000000000001,118,148,0,153,0.324,86.42,76.23,0.14,997,2,129,1.8
2020,1,3,9,0,16.2,1.49,0.8982,0.64,214,264,321,0,11.100000000000001,214,264,0,321,0.321,71.8,66.28,0.14,998,2,129,2
2020,1,3,10,0,18.400000000000002,1.51,0.8366,0.64,267,372,462,0,11.3,267,372,0,462,0.318,63.24,58.22,0.14,997,2,126,1.7000000000000002
2020,1,3,11,0,19.900000000000002,1.51,0.5249,0.64,236,554,570,0,11.100000000000001,236,554,0,570,0.315,56.92,52.92,0.14,996,2,117,1.3
2020,1,3,12,0,20.8,1.54,0.49970000000000003,0.64,234,583,599,0,10.5,234,583,0,599,0.314,51.79,51.28,0.14,994,2,97,0.9
2020,1,3,13,0,21.1,1.54,0.4924,0.64,225,567,561,0,9.8,225,567,0,561,0.312,48.53,53.63,0.14,993,2,71,0.9
2020,1,3,14,0,20.900000000000002,1.55,0.51,0.64,206,500,460,0,9.4,206,500,0,460,0.312,47.870000000000005,59.5,0.14,993,2,57,1
2020,1,3,15,0,20.200000000000003,1.56,0.5095000000000001,0.64,165,393,312,0,9.4,165,393,0,312,0.312,49.78,67.97,0.14,993,2,54,1
2020,1,3,16,0,18.2,1.56,0.5097,0.64,94,215,138,0,10.3,94,215,0,138,0.313,59.93,78.17,0.14,993,2,67,0.7000000000000001
2020,1,3,17,0,16.8,1.55,0.5148,0.64,0,0,0,0,9.1,0,0,0,0,0.314,60.61,89.21000000000001,0.14,993,1.9000000000000001,86,0.9
2020,1,3,18,0,15.9,1.57,0.505,0.64,0,0,0,0,9.200000000000001,0,0,0,0,0.314,64.3,101.76,0.14,994,1.9000000000000001,106,1
2020,1,3,19,0,15.100000000000001,1.58,0.4882,0.64,0,0,0,0,9.200000000000001,0,0,0,0,0.315,67.82000000000001,114.38,0.14,994,1.9000000000000001,121,1
2020,1,3,20,0,14.4,1.59,0.4873,0.64,0,0,0,0,9.3,0,0,0,0,0.315,71.27,127.31,0.14,995,1.8,133,1
2020,1,3,21,0,13.600000000000001,1.59,0.4908,0.64,0,0,0,0,9.4,0,0,0,0,0.315,75.67,140.44,0.14,995,1.8,142,1
2020,1,3,22,0,12.9,1.6,0.4958,0.64,0,0,0,0,9.5,0,0,0,0,0.314,79.99,153.61,0.14,995,1.8,150,1
2020,1,3,23,0,12.200000000000001,1.6,0.5169,0.64,0,0,0,0,9.700000000000001,0,0,0,0,0.312,84.63,166.46,0.14,995,1.8,158,1
2020,1,4,0,0,11.600000000000001,1.61,0.544,0.64,0,0,0,0,9.8,0,0,0,0,0.31,88.92,174.27,0.14,995,1.8,167,1
2020,1,4,1,0,11.200000000000001,1.61,0.5711,0.64,0,0,0,0,9.9,0,0,0,0,0.309,91.95,164.28,0.14,994,1.8,179,0.9
2020,1,4,2,0,10.8,1.6,0.6044,0.64,0,0,0,0,10,0,0,0,0,0.308,94.9,151.31,0.14,994,1.8,197,0.8
2020,1,4,3,0,10.4,1.6,0.6334000000000001,0.64,0,0,0,0,10,0,0,0,0,0.306,97.56,138.13,0.14,994,1.7000000000000002,226,0.8
2020,1,4,4,0,9.9,1.6,0.651,0.64,0,0,0,0,9.9,0,0,0,0,0.304,100,125.02,0.14,993,1.7000000000000002,253,0.7000000000000001
2020,1,4,5,0,9.4,1.6,0.6535000000000001,0.64,0,0,0,0,9.4,0,0,0,0,0.301,100,112.12,0.14,994,1.6,269,0.7000000000000001
2020,1,4,6,0,9.200000000000001,1.61,0.6504,0.64,0,0,0,0,9.200000000000001,0,0,0,0,0.299,100,99.57000000000001,0.14,994,1.6,277,0.7000000000000001
2020,1,4,7,0,10.100000000000001,1.62,0.6447,0.64,12,22,13,0,9.600000000000001,12,22,0,13,0.297,96.74000000000001,87.29,0.14,995,1.6,280,0.7000000000000001
2020,1,4,8,0,12.4,1.6300000000000001,0.6227,0.64,112,223,165,0,9.600000000000001,112,223,0,165,0.297,83.26,76.25,0.14,996,1.6,275,1
2020,1,4,9,0,16.8,1.6500000000000001,0.5895,0.64,182,394,340,0,9,182,394,0,340,0.298,60.21,66.28,0.14,996,1.6,271,1.1
2020,1,4,10,0,19.5,1.6500000000000001,0.5872,0.64,224,493,483,0,8.1,224,493,0,483,0.298,47.800000000000004,58.19,0.14,996,1.5,278,1.6
2020,1,4,11,0,20.5,1.71,0.7672,0.64,283,471,567,0,7.5,283,471,0,567,0.297,43.11,52.86,0.14,995,1.5,281,2.1
2020,1,4,12,0,21.1,1.72,0.7278,0.64,283,500,597,0,6.9,283,500,0,597,0.298,39.910000000000004,51.18,0.14,994,1.5,285,2.5
2020,1,4,13,0,21.400000000000002,1.72,0.6763,0.64,263,504,563,4,6.300000000000001,263,504,5,563,0.298,37.57,53.51,0.14,993,1.4000000000000001,289,2.7
2020,1,4,14,0,21.1,1.72,0.8202,0.64,254,395,455,3,5.6000000000000005,254,395,5,455,0.298,36.49,59.36,0.14,992,1.4000000000000001,292,2.7
2020,1,4,15,0,20.200000000000003,1.71,0.7674000000000001,0.64,187,315,306,3,5.7,187,315,5,306,0.295,38.84,67.82000000000001,0.14,992,1.4000000000000001,295,2.2
2020,1,4,16,0,16.7,1.71,0.7143,0.64,97,176,133,1,7.2,97,176,0,133,0.293,53.42,78.03,0.14,992,1.4000000000000001,300,1.1
2020,1,4,17,0,14.3,1.71,0.666,0.64,0,0,0,0,5.4,0,0,0,0,0.293,55.28,89.08,0.14,993,1.3,307,1.2000000000000002
2020,1,4,18,0,13.3,1.7,0.6236,0.64,0,0,0,0,4.9,0,0,0,0,0.293,56.74,101.62,0.14,994,1.3,316,1.3
2020,1,4,19,0,12.4,1.69,0.5853,0.64,0,0,0,0,4.3,0,0,0,0,0.294,57.65,114.24000000000001,0.14,994,1.3,324,1.4000000000000001
2020,1,4,20,0,11.5,1.68,0.5547000000000001,0.64,0,0,0,0,3.7,0,0,0,0,0.295,58.620000000000005,127.18,0.14,995,1.2000000000000002,331,1.4000000000000001
2020,1,4,21,0,10.700000000000001,1.6600000000000001,0.5347000000000001,0.64,0,0,0,0,3.1,0,0,0,0,0.296,59.28,140.31,0.14,995,1.3,337,1.5
2020,1,4,22,0,10,1.6400000000000001,0.5271,0.64,0,0,0,0,2.6,0,0,0,0,0.297,60.19,153.48,0.14,995,1.3,344,1.5
2020,1,4,23,0,9.3,1.6300000000000001,0.5334,0.64,0,0,0,0,2.3000000000000003,0,0,0,0,0.299,61.83,166.32,0.14,995,1.3,350,1.4000000000000001
2020,1,5,0,0,8.8,1.6300000000000001,0.55,0.64,0,0,0,0,2.2,0,0,0,0,0.3,63.06,174.19,0.14,994,1.3,356,1.4000000000000001
2020,1,5,1,0,8.3,1.6300000000000001,0.5761000000000001,0.64,0,0,0,0,2.1,0,0,0,0,0.3,64.84,164.33,0.14,994,1.3,360,1.3
2020,1,5,2,0,8,1.6400000000000001,0.6043000000000001,0.64,0,0,0,0,2.1,0,0,0,0,0.299,66.37,151.38,0.14,994,1.3,359,1.2000000000000002
2020,1,5,3,0,7.800000000000001,1.6500000000000001,0.6337,0.64,0,0,0,0,2.1,0,0,0,0,0.297,67.45,138.20000000000002,0.14,993,1.3,353,1.1
2020,1,5,4,0,7.800000000000001,1.6500000000000001,0.6749,0.64,0,0,0,0,2.2,0,0,0,0,0.296,67.55,125.09,0.14,993,1.3,339,1.1
2020,1,5,5,0,7.7,1.67,0.7074,0.64,0,0,0,0,2.2,0,0,0,0,0.295,68.18,112.18,0.14,994,1.3,319,1.1
2020,1,5,6,0,7.5,1.6600000000000001,0.7151000000000001,0.64,0,0,0,0,2.2,0,0,0,0,0.293,69.11,99.62,0.14,994,1.3,297,1.1
2020,1,5,7,0,8.8,1.6500000000000001,0.7085,0.64,11,21,12,0,2.8000000000000003,11,21,0,12,0.29,65.99,87.32000000000001,0.14,995,1.2000000000000002,276,1
2020,1,5,8,0,11.700000000000001,1.6300000000000001,0.6833,0.64,112,210,162,0,2.8000000000000003,112,210,0,162,0.289,54.56,76.26,0.14,996,1.2000000000000002,265,2.3000000000000003
2020,1,5,9,0,14.5,1.6300000000000001,0.6453,0.64,187,377,339,0,3.5,187,377,0,339,0.289,47.77,66.27,0.14,996,1.2000000000000002,261,2.2
2020,1,5,10,0,18.7,1.62,0.6067,0.64,226,489,484,0,3.6,226,489,0,484,0.28800000000000003,36.7,58.15,0.14,996,1.2000000000000002,284,2.5
2020,1,5,11,0,20.5,1.6300000000000001,0.7921,0.64,281,463,561,0,3.8000000000000003,281,463,0,561,0.28600000000000003,33.36,52.78,0.14,995,1.2000000000000002,295,2.6
2020,1,5,12,0,21.3,1.6500000000000001,0.7213,0.64,272,504,588,0,3.9000000000000004,272,504,0,588,0.28600000000000003,31.92,51.07,0.14,993,1.3,300,2.7
2020,1,5,13,0,21.5,1.6600000000000001,0.67,0.64,252,504,553,0,3.7,252,504,0,553,0.28500000000000003,31.09,53.370000000000005,0.14,993,1.4000000000000001,306,3
2020,1,5,14,0,20.900000000000002,1.67,0.8828,0.64,250,372,440,4,3.5,250,372,5,440,0.28400000000000003,31.810000000000002,59.21,0.14,992,1.4000000000000001,310,2.8000000000000003
2020,1,5,15,0,19.6,1.68,0.8482000000000001,0.64,186,288,295,4,4.7,186,288,5,295,0.28,37.5,67.67,0.14,993,1.5,312,1.9000000000000001
2020,1,5,16,0,16.3,1.67,0.8179000000000001,0.64,93,150,124,4,6.4,93,150,5,124,0.277,51.83,77.88,0.14,993,1.6,315,1.1
2020,1,5,17,0,14.100000000000001,1.6500000000000001,0.76,0.64,4,5,4,4,4.9,4,5,5,4,0.275,53.99,88.95,0.14,994,1.6,323,1.2000000000000002
2020,1,5,18,0,13.100000000000001,1.6400000000000001,0.7198,0.64,0,0,0,4,4.7,0,0,0,0,0.273,56.53,101.48,0.14,995,1.6,334,1.2000000000000002
2020,1,5,19,0,12.200000000000001,1.62,0.6952,0.64,0,0,0,4,4.5,0,0,0,0,0.271,59.230000000000004,114.10000000000001,0.14,996,1.7000000000000002,343,1.2000000000000002
2020,1,5,20,0,11.100000000000001,1.6,0.6651,0.64,0,0,0,4,4,0,0,0,0,0.27,61.82,127.05,0.14,996,1.7000000000000002,353,1.3
2020,1,5,21,0,10.3,1.57,0.6375000000000001,0.64,0,0,0,0,3.8000000000000003,0,0,0,0,0.27,63.870000000000005,140.18,0.14,996,1.7000000000000002,3,1.2000000000000002
2020,1,5,22,0,9.700000000000001,1.55,0.6183000000000001,0.64,0,0,0,4,3.5,0,0,0,0,0.268,65.51,153.35,0.14,996,1.8,9,1.2000000000000002
2020,1,5,23,0,9.3,1.54,0.6193000000000001,0.64,0,0,0,4,3.3000000000000003,0,0,0,0,0.266,66.16,166.18,0.14,995,1.8,4,1.1
2020,1,6,0,0,9,1.52,0.627,0.64,0,0,0,3,3.1,0,0,0,0,0.264,66.4,174.1,0.14,995,1.9000000000000001,354,1.1
2020,1,6,1,0,9.200000000000001,1.51,0.6251,0.64,0,0,0,0,2.9000000000000004,0,0,0,0,0.263,64.78,164.38,0.14,995,2,346,1.1
2020,1,6,2,0,9.4,1.53,0.605,0.64,0,0,0,3,2.6,0,0,0,0,0.263,62.660000000000004,151.44,0.14,994,2,337,1
2020,1,6,3,0,9,1.54,0.5904,0.64,0,0,0,3,2.4000000000000004,0,0,0,0,0.263,63.1,138.26,0.14,994,2,326,1.1
2020,1,6,4,0,8.6,1.56,0.5798,0.64,0,0,0,4,2.2,0,0,0,0,0.264,63.95,125.15,0.14,994,2,319,1
2020,1,6,5,0,8.5,1.56,0.5467000000000001,0.64,0,0,0,4,1.9000000000000001,0,0,0,0,0.265,63.410000000000004,112.23,0.14,995,2,313,1
2020,1,6,6,0,8.4,1.57,0.4988,0.64,0,0,0,4,1.7000000000000002,0,0,0,0,0.264,62.65,99.66,0.14,995,2,309,1
2020,1,6,7,0,10,1.57,0.47040000000000004,0.64,13,31,15,4,2.6,13,31,5,15,0.263,60.09,87.35000000000001,0.14,995,2,293,1
2020,1,6,8,0,12.3,1.57,0.47990000000000005,0.64,102,265,165,4,2.1,102,265,5,165,0.263,49.65,76.27,0.14,996,2.1,280,2
2020,1,6,9,0,14.600000000000001,1.56,0.4857,0.64,163,427,335,8,2.8000000000000003,174,130,3,226,0.263,45.14,66.26,0.14,997,2.2,268,1.7000000000000002
2020,1,6,10,0,18.400000000000002,1.55,0.49350000000000005,0.64,200,519,474,8,2.2,242,176,3,335,0.261,33.78,58.1,0.14,997,2.3000000000000003,266,1.5
2020,1,6,11,0,20.6,1.56,0.5886,0.64,243,522,559,7,1.9000000000000001,286,203,3,409,0.26,29.01,52.7,0.14,996,2.3000000000000003,279,1.5
2020,1,6,12,0,21.6,1.59,0.6062000000000001,0.64,252,530,586,7,2.4000000000000004,300,210,3,432,0.258,28.14,50.96,0.14,995,2.3000000000000003,302,1.5
2020,1,6,13,0,21.900000000000002,1.62,0.6112000000000001,0.64,240,511,546,7,2.7,282,200,3,402,0.256,28.3,53.230000000000004,0.14,994,2.3000000000000003,321,1.3
2020,1,6,14,0,21.6,1.62,0.6377,0.64,223,444,451,4,3,223,444,5,451,0.254,29.39,59.06,0.14,994,2.3000000000000003,328,1.1
2020,1,6,15,0,20.5,1.62,0.6841,0.64,179,325,303,6,4.6000000000000005,163,121,3,210,0.253,35.32,67.52,0.14,994,2.3000000000000003,340,1
2020,1,6,16,0,17.5,1.62,0.6746,0.64,96,173,133,8,7.1000000000000005,81,51,3,92,0.252,50.45,77.73,0.14,994,2.3000000000000003,17,1
2020,1,6,17,0,14.600000000000001,1.62,0.6725,0.64,4,6,4,8,5.5,4,6,5,4,0.252,54.31,88.82000000000001,0.14,995,2.3000000000000003,29,1.4000000000000001
2020,1,6,18,0,14.5,1.61,0.6533,0.64,0,0,0,6,5.6000000000000005,0,0,0,0,0.252,55.300000000000004,101.33,0.14,995,2.3000000000000003,34,2.2
2020,1,6,19,0,13.100000000000001,1.61,0.6048,0.64,0,0,0,7,6.4,0,0,0,0,0.253,63.690000000000005,113.96000000000001,0.14,996,2.3000000000000003,41,2.4000000000000004
2020,1,6,20,0,12.4,1.6,0.5763,0.64,0,0,0,7,7.6000000000000005,0,0,0,0,0.254,72.56,126.91,0.14,996,2.3000000000000003,45,2.8000000000000003
2020,1,6,21,0,12,1.56,0.5885,0.64,0,0,0,7,8.700000000000001,0,0,0,0,0.254,80.02,140.04,0.14,996,2.4000000000000004,49,2.6
2020,1,6,22,0,11.600000000000001,1.54,0.6118,0.64,0,0,0,7,9.3,0,0,0,0,0.255,85.71000000000001,153.21,0.14,996,2.4000000000000004,53,2
2020,1,6,23,0,11.200000000000001,1.52,0.6527000000000001,0.64,0,0,0,8,9.600000000000001,0,0,0,0,0.255,89.76,166.04,0.14,995,2.5,56,1.5
2020,1,7,0,0,11.5,1.51,0.6724,0.64,0,0,0,8,9.8,0,0,0,0,0.256,89.08,174,0.14,995,2.5,58,1.6
2020,1,7,1,0,11.4,1.52,0.6352,0.64,0,0,0,6,9.8,0,0,0,0,0.257,90.15,164.42000000000002,0.14,995,2.4000000000000004,63,1.7000000000000002
2020,1,7,2,0,11,1.52,0.5995,0.64,0,0,0,6,9.8,0,0,0,0,0.259,92.60000000000001,151.5,0.14,994,2.4000000000000004,69,1.7000000000000002
2020,1,7,3,0,10.200000000000001,1.53,0.5840000000000001,0.64,0,0,0,8,9.8,0,0,0,0,0.259,97.25,138.32,0.14,994,2.3000000000000003,74,1.5
2020,1,7,4,0,9.700000000000001,1.53,0.562,0.64,0,0,0,8,9.700000000000001,0,0,0,0,0.259,99.88,125.2,0.14,994,2.3000000000000003,82,1.7000000000000002
2020,1,7,5,0,9.1,1.53,0.5631,0.64,0,0,0,7,9.1,0,0,0,0,0.26,100,112.28,0.14,994,2.2,89,1.7000000000000002
2020,1,7,6,0,8.8,1.52,0.5920000000000001,0.64,0,0,0,8,8.8,0,0,0,0,0.261,100,99.7,0.14,995,2.3000000000000003,92,1.6
2020,1,7,7,0,10.4,1.52,0.6154000000000001,0.64,11,18,12,8,9.4,11,18,5,12,0.261,93.76,87.37,0.14,995,2.3000000000000003,95,2.6
2020,1,7,8,0,12.3,1.53,0.62,0.64,111,205,160,4,10,111,205,5,160,0.263,85.7,76.28,0.14,996,2.3000000000000003,100,2.4000000000000004
2020,1,7,9,0,15.8,1.53,0.6183000000000001,0.64,186,360,331,8,9.9,174,129,3,226,0.264,68.09,66.24,0.14,996,2.3000000000000003,107,2.8000000000000003
2020,1,7,10,0,18.7,1.52,0.6181,0.64,230,454,470,8,8.9,242,175,3,335,0.264,53.04,58.050000000000004,0.14,996,2.4000000000000004,119,2.8000000000000003
2020,1,7,11,0,20.3,1.53,0.7047,0.64,269,468,553,8,8.1,287,202,3,409,0.266,45.34,52.61,0.14,994,2.4000000000000004,133,2.4000000000000004
2020,1,7,12,0,21.400000000000002,1.53,0.7172000000000001,0.64,279,478,581,7,7.4,301,209,3,433,0.268,40.550000000000004,50.84,0.14,993,2.4000000000000004,145,2.1
